fid,id,Ordnung,vertex_index,vertex_part,vertex_part_index,distance,angle,xcoord,ycoord
141,20,1,7,0,7,52.02221554229080,8.73726896864469,401616.733698244,5531748.33246223
141,20,1,8,0,8,57.90441528164074,10.16799065855667,401617.918341614,5531754.0941368
141,20,1,9,0,9,66.07592849149354,6.98562985813732,401619.156832409,5531762.17125068
141,20,1,10,0,10,75.48490911303186,8.60792707429639,401620.018391224,5531771.54070279
141,20,1,11,0,11,81.97994446405809,9.08884364843867,401621.364576871,5531777.89469904
141,20,1,12,0,12,87.45069453444688,7.34922189764173,401621.956898556,5531783.33328906
141,20,1,13,0,13,109.71789106125082,7.81972221432331,401625.241591535,5531805.35688625
141,20,1,14,0,14,133.92241382061400,7.55708088010765,401628.257047385,5531829.3728382
141,20,1,15,0,15,138.97891362112765,9.41079257498907,401628.957063922,5531834.38064881
141,20,1,16,0,16,144.40709739514892,11.44316830441192,401629.980165014,5531839.71154397
141,20,1,17,0,17,150.35303344778598,6.55160043621908,401631.218655809,5531845.52706597
141,20,1,18,0,18,156.06187649178031,6.66362852321406,401631.326350661,5531851.23489311
141,20,1,19,0,19,163.16994067408285,10.18821760670726,401632.834078586,5531858.18121105
141,20,1,20,0,20,170.02359907443187,8.25667541784092,401633.803332252,5531864.96598671
141,20,1,21,0,21,175.19435404569205,8.38324848242047,401634.557196215,5531870.08149217
142,21,1,0,0,0,0.00000000000000,58.17255342492180,401629.603233032,5531767.8252304
142,21,1,1,0,1,7.35170211095878,60.01907372090286,401635.849534436,5531771.70224507
142,21,1,2,0,2,16.14467514438173,59.40059828167550,401643.603563764,5531775.84849686
142,21,1,3,0,3,25.71831740553708,50.77808292063358,401651.626830222,5531781.07169717
142,21,1,4,0,4,31.46790136326261,35.74518819169276,401655.665387164,5531785.16410154
142,21,1,5,0,5,35.99524998575405,22.45204932808483,401657.711589348,5531789.20265848
142,21,1,6,0,6,43.30046256236516,20.84279944648741,401659.973181236,5531796.14897642
142,21,1,7,0,7,51.35402874569082,20.87753818032113,401663.204026789,5531803.52607377
142,21,1,8,0,8,66.08353909730148,14.34086675151586,401667.78105799,5531817.5264045
142,21,1,9,0,9,75.17674164719588,12.55621277349937,401669.450328193,5531826.4650772
142,21,1,10,0,10,82.68647903400732,18.16793228293776,401671.334988099,5531833.7344797
142,21,1,11,0,11,88.77600155428340,20.45388124868545,401673.596579987,5531839.38845941
142,21,1,12,0,12,93.13548197036930,19.10635301071395,401675.023536773,5531843.50778749
143,22,1,0,0,0,0.00000000000000,61.69924422952908,401658.977003857,5531786.26797377
143,22,1,1,0,1,5.56533400907795,59.65928326167264,401663.877119613,5531788.90649764
143,22,1,2,0,2,13.40804106237098,57.71834526500036,401670.500352998,5531793.10659686
143,22,1,3,0,3,20.78828211473473,57.23167123964736,401676.746654401,5531797.03745895
143,22,1,4,0,4,25.88106450657402,57.41586777190126,401681.000601047,5531799.83752509
143,22,1,5,0,5,32.72477364942837,59.34999430120406,401686.816123043,5531803.44530263
143,22,1,6,0,6,44.53995910200650,59.22842578485214,401697.100981389,5531809.26082463
143,22,1,7,0,7,63.41000567074652,57.94262426798844,401713.093666879,5531819.27644584
144,44,2,0,0,0,0.00000000000000,39.63436907453891,401752.994609465,5531830.26132072
144,44,2,1,0,1,13.84413026099083,41.60558211356008,401761.825587311,5531840.92311105
144,44,2,2,0,2,26.10834697514990,41.74528672204601,401770.279633176,5531849.80793632
144,44,2,3,0,3,40.71083167920986,40.54106941969397,401779.649085282,5531861.00820091
144,44,2,4,0,4,57.23462303771420,40.94192346415270,401790.526265312,5531873.44695629
144,44,2,5,0,5,68.95667708350049,45.30728942072172,401798.172599789,5531882.33178156
